,original,matches,match_count
2099,"Price, Robert D.",[],0
2100,"Price, Tom",['Tom Price'],1
2101,"Pritchard, Joel",[],0
2102,"Proxmire, William",[],0
2103,"Pryce, Deborah",['Deborah Pryce'],1
2104,"Pryor, David H.",[],0
2105,"Pryor, David H.",[],0
2106,"Pryor, Mark L.",[],0
2107,"Pursell, Carl D.",[],0
2108,"Putnam, Adam H.",['Adam Putnam'],1
2109,"Quayle, Benjamin",[],0
2110,"Quayle, Dan",[],0
2111,"Quayle, Dan",[],0
2112,"Quie, Albert H.",[],0
2113,"Quigley, Mike",['Mike Quigley'],1
2114,"Quinn, Jack",['Jack Quinn'],1
2115,"Radanovich, George",['George Radanovich'],1
2116,"Radel, Trey",['Trey Radel'],1
2117,"Radewagen, Aumua Amata Coleman",[],0
2118,"Rahall, Nick J., II",[],0
2119,"Railsback, Thomas F.",[],0
2120,"Ramirez, Delia C.",[],0
2121,"Ramstad, Jim",[],0
2122,"Randall, Emily",['Emily Randall'],1
2123,"Randall, William J.",[],0
2124,"Randolph, Jennings",[],0
2125,"Randolph, Jennings",[],0
2126,"Rangel, Charles B.",[],0
2127,"Rarick, John R.",[],0
2128,"Raskin, Jamie",['Jamie Raskin'],1
2129,"Ratchford, William R.",[],0
2130,"Ratcliffe, John",['John Ratcliffe'],1
2131,"Ravenel, Arthur, Jr.","['Arthur Ravenel, Jr.']",1
2132,"Ray, Richard B.",[],0
2133,"Redmond, Bill",['Bill Redmond'],1
2134,"Reed, Jack",['Jack Reed'],1
2135,"Reed, Jack",['Jack Reed'],1
2136,"Reed, Tom",['Tom Reed'],1
2137,"Rees, Thomas M.",[],0
2138,"Regula, Ralph",['Ralph Regula'],1
2139,"Rehberg, Denny",['Denny Rehberg'],1
2140,"Reichert, David G.",[],0
2141,"Reid, Harry",['Harry Reid'],1
2142,"Reid, Harry",['Harry Reid'],1
2143,"Reid, Ogden R.",[],0
2144,"Renacci, James B.",[],0
2145,"Renzi, Rick",[],0
2146,"Reschenthaler, Guy",['Guy Reschenthaler'],1
2147,"Reuss, Henry S.",[],0
2148,"Reyes, Silvestre",['Silvestre Reyes'],1
2149,"Reynolds, Mel",[],0
2150,"Reynolds, Thomas M.",[],0
2151,"Rhodes, John J.",[],0
2152,"Rhodes, John J., III",[],0
2153,"Ribble, Reid J.",[],0
2154,"Ribicoff, Abraham A.",[],0
2155,"Ribicoff, Abraham A.",[],0
2156,"Rice, Kathleen M.",[],0
2157,"Rice, Tom",['Tom Rice'],1
2158,"Richardson, Bill",['Bill Richardson'],1
2159,"Richardson, Laura",['Laura Richardson'],1
2160,"Richmond, Cedric L.",[],0
2161,"Richmond, Frederick W.",[],0
2162,"Ricketts, Pete",['Pete Ricketts'],1
2163,"Ridge, Thomas J.",[],0
2164,"Riegle, Donald W., Jr.",[],0
2165,"Riegle, Donald W., Jr.",[],0
2166,"Rigell, E. Scott",[],0
2167,"Riggleman, Denver",[],0
2168,"Riggs, Frank",['Frank Riggs'],1
2169,"Riggs, Frank",['Frank Riggs'],1
2170,"Riley, Bob",['Bob Riley'],1
2171,"Riley, Josh",['Joshua Riley'],1
2172,"Rinaldo, Matthew J.",[],0
2173,"Risch, James E.",[],0
2174,"Risenhoover, Theodore M.",[],0
2175,"Ritter, Don",['Don Ritter'],1
2176,"Rivas, Luz M.",[],0
2177,"Rivera, David",['David Rivera'],1
2178,"Rivers, Lynn N.",[],0
2179,"Robb, Charles S.",[],0
2180,"Roberts, Clint",[],0
2181,"Roberts, Pat",['Pat Roberts'],1
2182,"Roberts, Pat",['Pat Roberts'],1
2183,"Roberts, Ray",[],0
2184,"Robinson, J. Kenneth",[],0
2185,"Robinson, Tommy F.",[],0
2186,"Robison, Howard W.",[],0
2187,"Roby, Martha",['Martha Roby'],1
2188,"Rockefeller, John D., IV",[],0
2189,"Rodino, Peter W., Jr.",[],0
2190,"Rodriguez, Ciro D.",[],0
2191,"Rodriguez, Ciro D.",[],0
2192,"Roe, David P.",[],0
2193,"Roe, Robert A.",[],0
2194,"Roemer, Buddy",[],0
2195,"Roemer, Tim",[],0
2196,"Rogan, James E.",[],0
2197,"Rogers, Harold",[],0
2198,"Rogers, Mike D.",[],0
2199,"Rogers, Mike J.",[],0
2200,"Rogers, Paul G.",[],0
2201,"Rohrabacher, Dana",['Dana Rohrabacher'],1
2202,"Rokita, Todd",['Todd Rokita'],1
2203,"Romero-Barcelo, Carlos A.",[],0
2204,"Romney, Mitt",['Mitt Romney'],1
2205,"Roncalio, Teno",[],0
2206,"Roncalio, Teno",[],0
2207,"Roncallo, Angelo D.",[],0
2208,"Rooney, Francis",['Francis Rooney'],1
2209,"Rooney, Fred B.",[],0
2210,"Rooney, John J.",[],0
2211,"Rooney, Thomas J.",[],0
2212,"Ros-Lehtinen, Ileana",['Ileana Ros-Lehtinen'],1
2213,"Rose, Charlie",[],0
2214,"Rose, John W.",['John Rose'],1
2215,"Rose, Max",['Max Rose'],1
2216,"Rosen, Jacky",['Jacky Rosen'],1
2217,"Rosen, Jacky",['Jacky Rosen'],1
2218,"Rosendale, Matthew M.",[],0
2219,"Rosenthal, Benjamin S.",[],0
2220,"Roskam, Peter J.",[],0
2221,"Ross, Deborah K.",[],0
2222,"Ross, Dennis A.",[],0
2223,"Ross, Mike",['Mike Ross'],1
2224,"Rostenkowski, Dan",['Dan Rostenkowski'],1
2225,"Roth Jr., William V.",[],0
2226,"Roth Jr., William V.",[],0
2227,"Roth, Toby",['Toby Roth'],1
2228,"Rothfus, Keith J.",[],0
2229,"Rothman, Steven R.",[],0
2230,"Rouda, Harley",['Harley Rouda'],1
2231,"Roukema, Marge",['Marge Roukema'],1
2232,"Rounds, Mike",['Mike Rounds'],1
2233,"Roush, J. Edward",[],0
2234,"Roush, J. Edward",[],0
2235,"Rousselot, John H.",[],0
2236,"Rousselot, John H.",[],0
2237,"Rouzer, David",['David Rouzer'],1
2238,"Rowland, J. Roy",['J. Roy Rowland'],1
2239,"Rowland, John G.",[],0
2240,"Roy, Chip",['Chip Roy'],1
2241,"Roy, William R.",[],0
2242,"Roybal, Edward R.",[],0
2243,"Roybal-Allard, Lucille",['Lucille Roybal-Allard'],1
2244,"Royce, Edward R.",[],0
2245,"Royer, William",[],0
2246,"Rubio, Marco",['Marco Rubio'],1
2247,"Rudd, Eldon D.",[],0
2248,"Rudman, Warren",[],0
2249,"Ruiz, Raul",['Raul Ruiz'],1
2250,"Rulli, Michael A.",[],0
2251,"Runnels, Harold L.",[],0
2252,"Runyan, Jon",['Jon Runyan'],1
2253,"Ruppe, Philip E.",[],0
2254,"Ruppersberger, C. A. Dutch",[],0
2255,"Rush, Bobby L.",[],0
2256,"Russell, Steve",['Steve Russell'],1
2257,"Russo, Martin A.",[],0
2258,"Ruth, Earl B.",[],0
2259,"Rutherford, John H.",['John Rutherford'],1
2260,"Ryan, Leo J.",[],0
2261,"Ryan, Patrick",[],0
2262,"Ryan, Paul D.",[],0
2263,"Ryan, Tim",['Tim Ryan'],1
2264,"Ryun, Jim",['Jim Ryun'],1
2265,"Sablan, Gregorio Kilili Camacho",[],0
2266,"Sabo, Martin Olav",['Martin Olav Sabo'],1
2267,"Saiki, Patricia",[],0
2268,"Salazar, John T.",[],0
2269,"Salazar, Ken",['Ken Salazar'],1
2270,"Salazar, Maria Elvira",[],0
2271,"Sali, Bill",[],0
2272,"Salinas, Andrea",['Andrea Salinas'],1
2273,"Salmon, Matt",['Matt Salmon'],1
2274,"Salmon, Matt",['Matt Salmon'],1
2275,"San Nicolas, Michael F. Q.",[],0
2276,"Sánchez, Linda T.",[],0
2277,"Sanchez, Loretta",['Loretta Sanchez'],1
2278,"Sanders, Bernard",[],0
2279,"Sanders, Bernard",[],0
2280,"Sandlin, Max",[],0
2281,"Sandman, Charles W., Jr.",[],0
2282,"Sanford, Mark",[],0
2283,"Sanford, Mark",[],0
2284,"Sanford, Terry",['Terry Sanford'],1
2285,"Sangmeister, George E.",[],0
2286,"Santini, James D.",[],0
2287,"Santorum, Rick",['Rick Santorum'],1
2288,"Santorum, Rick",['Rick Santorum'],1
2289,"Santos, George",[],0
2290,"Sarasin, Ronald A.",[],0
2291,"Sarbanes, John P.",[],0
2292,"Sarbanes, Paul S.",[],0
2293,"Sarbanes, Paul S.",[],0
2294,"Sarpalius, Bill",['Bill Sarpalius'],1
2295,"Sasse, Ben",['Ben Sasse'],1
2296,"Sasser, Jim",[],0
2297,"Satterfield, David E., III",[],0
2298,"Savage, Gus",[],0
2299,"Sawyer, Harold S.",[],0
2300,"Sawyer, Tom",['Tom Sawyer'],1
2301,"Saxbe, William B.",[],0
2302,"Saxton, Jim",['Jim Saxton'],1
2303,"Saylor, John P.",[],0
2304,"Scalise, Steve",['Steve Scalise'],1
2305,"Scanlon, Mary Gay",[],0
2306,"Scarborough, Joe",['Joe Scarborough'],1
2307,"Schaefer, Dan",[],0
2308,"Schaffer, Bob",[],0
2309,"Schakowsky, Janice D.",[],0
2310,"Schatz, Brian",['Brian Schatz'],1
2311,"Schauer, Mark H.",['Mark Schauer'],1
2312,"Schenk, Lynn",['Lynn Schenk'],1
2313,"Scherle, William J.",[],0
